lab_id,product,cve,candidate_exploit_family,known_exploit_family,rank,rank_score,is_recommended,is_known_family,exposed_port_count,has_http_port_hint,image_count,compose_service_count,product_text,image_text,port_text,label_source
jira-cve-2019-11581,jira,CVE-2019-11581,deserialization,command-injection,4,0.42,0,0,1,1,1,2,jira,vulhub/jira:8.1.0,8080:8080/tcp,vulhub_directory_metadata_heuristic
joomla-cve-2023-23752,joomla,CVE-2023-23752,auth-bypass,auth-bypass,1,0.96,1,1,1,1,2,0,joomla,mysql:5.7 | vulhub/joomla:4.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
joomla-cve-2023-23752,joomla,CVE-2023-23752,broken-access-control,auth-bypass,2,0.78,1,0,1,1,2,0,joomla,mysql:5.7 | vulhub/joomla:4.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
joomla-cve-2023-23752,joomla,CVE-2023-23752,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,2,0,joomla,mysql:5.7 | vulhub/joomla:4.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
joomla-cve-2023-23752,joomla,CVE-2023-23752,command-injection,auth-bypass,4,0.42,0,0,1,1,2,0,joomla,mysql:5.7 | vulhub/joomla:4.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
jupyter-notebook-rce,jupyter,,auth-bypass,auth-bypass,1,0.96,1,1,1,0,1,0,jupyter,vulhub/jupyter-notebook:5.2.2,8888:8888/tcp,vulhub_directory_metadata_heuristic
jupyter-notebook-rce,jupyter,,broken-access-control,auth-bypass,2,0.78,1,0,1,0,1,0,jupyter,vulhub/jupyter-notebook:5.2.2,8888:8888/tcp,vulhub_directory_metadata_heuristic
jupyter-notebook-rce,jupyter,,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,0,1,0,jupyter,vulhub/jupyter-notebook:5.2.2,8888:8888/tcp,vulhub_directory_metadata_heuristic
jupyter-notebook-rce,jupyter,,command-injection,auth-bypass,4,0.42,0,0,1,0,1,0,jupyter,vulhub/jupyter-notebook:5.2.2,8888:8888/tcp,vulhub_directory_metadata_heuristic
kibana-cve-2019-7609,kibana,CVE-2019-7609,command-injection,command-injection,1,0.96,1,1,1,1,2,0,kibana,vulhub/elasticsearch:6.8.6 | vulhub/kibana:6.5.4,5601:5601/tcp,vulhub_directory_metadata_heuristic
kibana-cve-2019-7609,kibana,CVE-2019-7609,auth-bypass,command-injection,2,0.78,1,0,1,1,2,0,kibana,vulhub/elasticsearch:6.8.6 | vulhub/kibana:6.5.4,5601:5601/tcp,vulhub_directory_metadata_heuristic
kibana-cve-2019-7609,kibana,CVE-2019-7609,file-upload,command-injection,3,0.6,0,0,1,1,2,0,kibana,vulhub/elasticsearch:6.8.6 | vulhub/kibana:6.5.4,5601:5601/tcp,vulhub_directory_metadata_heuristic
kibana-cve-2019-7609,kibana,CVE-2019-7609,deserialization,command-injection,4,0.42,0,0,1,1,2,0,kibana,vulhub/elasticsearch:6.8.6 | vulhub/kibana:6.5.4,5601:5601/tcp,vulhub_directory_metadata_heuristic
laravel-cve-2021-3129,laravel,CVE-2021-3129,auth-bypass,auth-bypass,1,0.96,1,1,1,1,1,0,laravel,vulhub/laravel:8.4.2,8080:80/tcp,vulhub_directory_metadata_heuristic
laravel-cve-2021-3129,laravel,CVE-2021-3129,broken-access-control,auth-bypass,2,0.78,1,0,1,1,1,0,laravel,vulhub/laravel:8.4.2,8080:80/tcp,vulhub_directory_metadata_heuristic
laravel-cve-2021-3129,laravel,CVE-2021-3129,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,1,0,laravel,vulhub/laravel:8.4.2,8080:80/tcp,vulhub_directory_metadata_heuristic
laravel-cve-2021-3129,laravel,CVE-2021-3129,command-injection,auth-bypass,4,0.42,0,0,1,1,1,0,laravel,vulhub/laravel:8.4.2,8080:80/tcp,vulhub_directory_metadata_heuristic
log4j-cve-2021-44228,log4j,CVE-2021-44228,command-injection,command-injection,1,0.96,1,1,2,1,1,0,log4j,vulhub/solr:8.11.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
log4j-cve-2021-44228,log4j,CVE-2021-44228,auth-bypass,command-injection,2,0.78,1,0,2,1,1,0,log4j,vulhub/solr:8.11.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
log4j-cve-2021-44228,log4j,CVE-2021-44228,file-upload,command-injection,3,0.6,0,0,2,1,1,0,log4j,vulhub/solr:8.11.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
log4j-cve-2021-44228,log4j,CVE-2021-44228,deserialization,command-injection,4,0.42,0,0,2,1,1,0,log4j,vulhub/solr:8.11.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
magento-2-2-sqli,magento,,sqli,sqli,1,0.96,1,1,1,1,2,0,magento,mysql:5.7 | vulhub/magento:2.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
magento-2-2-sqli,magento,,auth-bypass,sqli,2,0.78,1,0,1,1,2,0,magento,mysql:5.7 | vulhub/magento:2.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
magento-2-2-sqli,magento,,sensitive-data-exposure,sqli,3,0.6,0,0,1,1,2,0,magento,mysql:5.7 | vulhub/magento:2.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
magento-2-2-sqli,magento,,xss,sqli,4,0.42,0,0,1,1,2,0,magento,mysql:5.7 | vulhub/magento:2.2.7,8080:80/tcp,vulhub_directory_metadata_heuristic
metabase-cve-2021-41277,metabase,CVE-2021-41277,auth-bypass,auth-bypass,1,0.96,1,1,1,1,1,1,metabase,vulhub/metabase:0.40.4,3000:3000/tcp,vulhub_directory_metadata_heuristic
metabase-cve-2021-41277,metabase,CVE-2021-41277,broken-access-control,auth-bypass,2,0.78,1,0,1,1,1,1,metabase,vulhub/metabase:0.40.4,3000:3000/tcp,vulhub_directory_metadata_heuristic
metabase-cve-2021-41277,metabase,CVE-2021-41277,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,1,1,metabase,vulhub/metabase:0.40.4,3000:3000/tcp,vulhub_directory_metadata_heuristic
metabase-cve-2021-41277,metabase,CVE-2021-41277,command-injection,auth-bypass,4,0.42,0,0,1,1,1,1,metabase,vulhub/metabase:0.40.4,3000:3000/tcp,vulhub_directory_metadata_heuristic
mongo-express-cve-2019-10758,mongo-express,CVE-2019-10758,auth-bypass,auth-bypass,1,0.96,1,1,1,1,2,2,mongo-express,mongo:3.4 | vulhub/mongo-express:0.53.0,8081:8081/tcp,vulhub_directory_metadata_heuristic
mongo-express-cve-2019-10758,mongo-express,CVE-2019-10758,broken-access-control,auth-bypass,2,0.78,1,0,1,1,2,2,mongo-express,mongo:3.4 | vulhub/mongo-express:0.53.0,8081:8081/tcp,vulhub_directory_metadata_heuristic
mongo-express-cve-2019-10758,mongo-express,CVE-2019-10758,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,2,2,mongo-express,mongo:3.4 | vulhub/mongo-express:0.53.0,8081:8081/tcp,vulhub_directory_metadata_heuristic
mongo-express-cve-2019-10758,mongo-express,CVE-2019-10758,command-injection,auth-bypass,4,0.42,0,0,1,1,2,2,mongo-express,mongo:3.4 | vulhub/mongo-express:0.53.0,8081:8081/tcp,vulhub_directory_metadata_heuristic
n8n-cve-2026-21858,n8n,CVE-2026-21858,file-inclusion,file-inclusion,1,0.96,1,1,1,0,1,1,n8n,vulhub/n8n:1.65.0,5678:5678/tcp,vulhub_directory_metadata_heuristic
n8n-cve-2026-21858,n8n,CVE-2026-21858,sensitive-data-exposure,file-inclusion,2,0.78,1,0,1,0,1,1,n8n,vulhub/n8n:1.65.0,5678:5678/tcp,vulhub_directory_metadata_heuristic
n8n-cve-2026-21858,n8n,CVE-2026-21858,auth-bypass,file-inclusion,3,0.6,0,0,1,0,1,1,n8n,vulhub/n8n:1.65.0,5678:5678/tcp,vulhub_directory_metadata_heuristic
n8n-cve-2026-21858,n8n,CVE-2026-21858,command-injection,file-inclusion,4,0.42,0,0,1,0,1,1,n8n,vulhub/n8n:1.65.0,5678:5678/tcp,vulhub_directory_metadata_heuristic
nacos-cve-2021-29441,nacos,CVE-2021-29441,auth-bypass,auth-bypass,1,0.96,1,1,2,0,1,1,nacos,vulhub/nacos:1.4.0,8848:8848/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
nacos-cve-2021-29441,nacos,CVE-2021-29441,broken-access-control,auth-bypass,2,0.78,1,0,2,0,1,1,nacos,vulhub/nacos:1.4.0,8848:8848/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
nacos-cve-2021-29441,nacos,CVE-2021-29441,sensitive-data-exposure,auth-bypass,3,0.6,0,0,2,0,1,1,nacos,vulhub/nacos:1.4.0,8848:8848/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
nacos-cve-2021-29441,nacos,CVE-2021-29441,command-injection,auth-bypass,4,0.42,0,0,2,0,1,1,nacos,vulhub/nacos:1.4.0,8848:8848/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
next-js-cve-2025-29927,next.js,CVE-2025-29927,auth-bypass,auth-bypass,1,0.96,1,1,1,1,1,1,next.js,vulhub/nextjs:15.2.2,3000:3000/tcp,vulhub_directory_metadata_heuristic
next-js-cve-2025-29927,next.js,CVE-2025-29927,broken-access-control,auth-bypass,2,0.78,1,0,1,1,1,1,next.js,vulhub/nextjs:15.2.2,3000:3000/tcp,vulhub_directory_metadata_heuristic
next-js-cve-2025-29927,next.js,CVE-2025-29927,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,1,1,next.js,vulhub/nextjs:15.2.2,3000:3000/tcp,vulhub_directory_metadata_heuristic
next-js-cve-2025-29927,next.js,CVE-2025-29927,command-injection,auth-bypass,4,0.42,0,0,1,1,1,1,next.js,vulhub/nextjs:15.2.2,3000:3000/tcp,vulhub_directory_metadata_heuristic
nexus-cve-2020-10199,nexus,CVE-2020-10199,auth-bypass,auth-bypass,1,0.96,1,1,1,1,1,0,nexus,vulhub/nexus:3.21.1,8081:8081/tcp,vulhub_directory_metadata_heuristic
nexus-cve-2020-10199,nexus,CVE-2020-10199,broken-access-control,auth-bypass,2,0.78,1,0,1,1,1,0,nexus,vulhub/nexus:3.21.1,8081:8081/tcp,vulhub_directory_metadata_heuristic
nexus-cve-2020-10199,nexus,CVE-2020-10199,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,1,0,nexus,vulhub/nexus:3.21.1,8081:8081/tcp,vulhub_directory_metadata_heuristic
nexus-cve-2020-10199,nexus,CVE-2020-10199,command-injection,auth-bypass,4,0.42,0,0,1,1,1,0,nexus,vulhub/nexus:3.21.1,8081:8081/tcp,vulhub_directory_metadata_heuristic
nginx-cve-2017-7529,nginx,CVE-2017-7529,command-injection,command-injection,1,0.96,1,1,1,1,1,0,nginx,vulhub/nginx:1.13.2,8080:8080/tcp,vulhub_directory_metadata_heuristic
nginx-cve-2017-7529,nginx,CVE-2017-7529,auth-bypass,command-injection,2,0.78,1,0,1,1,1,0,nginx,vulhub/nginx:1.13.2,8080:8080/tcp,vulhub_directory_metadata_heuristic
nginx-cve-2017-7529,nginx,CVE-2017-7529,file-upload,command-injection,3,0.6,0,0,1,1,1,0,nginx,vulhub/nginx:1.13.2,8080:8080/tcp,vulhub_directory_metadata_heuristic
nginx-cve-2017-7529,nginx,CVE-2017-7529,deserialization,command-injection,4,0.42,0,0,1,1,1,0,nginx,vulhub/nginx:1.13.2,8080:8080/tcp,vulhub_directory_metadata_heuristic
nginx-ui-cve-2026-27944,nginx-ui,CVE-2026-27944,sqli,sqli,1,0.96,1,1,1,1,1,1,nginx-ui,vulhub/nginx-ui:2.3.2,9000:9000/tcp,vulhub_directory_metadata_heuristic
nginx-ui-cve-2026-27944,nginx-ui,CVE-2026-27944,auth-bypass,sqli,2,0.78,1,0,1,1,1,1,nginx-ui,vulhub/nginx-ui:2.3.2,9000:9000/tcp,vulhub_directory_metadata_heuristic
nginx-ui-cve-2026-27944,nginx-ui,CVE-2026-27944,sensitive-data-exposure,sqli,3,0.6,0,0,1,1,1,1,nginx-ui,vulhub/nginx-ui:2.3.2,9000:9000/tcp,vulhub_directory_metadata_heuristic
nginx-ui-cve-2026-27944,nginx-ui,CVE-2026-27944,xss,sqli,4,0.42,0,0,1,1,1,1,nginx-ui,vulhub/nginx-ui:2.3.2,9000:9000/tcp,vulhub_directory_metadata_heuristic
ofbiz-cve-2023-51467,ofbiz,CVE-2023-51467,auth-bypass,auth-bypass,1,0.96,1,1,2,0,1,0,ofbiz,vulhub/ofbiz:18.12.10,8443:8443/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
ofbiz-cve-2023-51467,ofbiz,CVE-2023-51467,broken-access-control,auth-bypass,2,0.78,1,0,2,0,1,0,ofbiz,vulhub/ofbiz:18.12.10,8443:8443/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
ofbiz-cve-2023-51467,ofbiz,CVE-2023-51467,sensitive-data-exposure,auth-bypass,3,0.6,0,0,2,0,1,0,ofbiz,vulhub/ofbiz:18.12.10,8443:8443/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
ofbiz-cve-2023-51467,ofbiz,CVE-2023-51467,command-injection,auth-bypass,4,0.42,0,0,2,0,1,0,ofbiz,vulhub/ofbiz:18.12.10,8443:8443/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
openfire-cve-2023-32315,openfire,CVE-2023-32315,file-inclusion,file-inclusion,1,0.96,1,1,1,0,1,0,openfire,vulhub/openfire:4.7.4,9090:9090/tcp,vulhub_directory_metadata_heuristic
openfire-cve-2023-32315,openfire,CVE-2023-32315,sensitive-data-exposure,file-inclusion,2,0.78,1,0,1,0,1,0,openfire,vulhub/openfire:4.7.4,9090:9090/tcp,vulhub_directory_metadata_heuristic
openfire-cve-2023-32315,openfire,CVE-2023-32315,auth-bypass,file-inclusion,3,0.6,0,0,1,0,1,0,openfire,vulhub/openfire:4.7.4,9090:9090/tcp,vulhub_directory_metadata_heuristic
openfire-cve-2023-32315,openfire,CVE-2023-32315,command-injection,file-inclusion,4,0.42,0,0,1,0,1,0,openfire,vulhub/openfire:4.7.4,9090:9090/tcp,vulhub_directory_metadata_heuristic
php-cve-2012-1823,php,CVE-2012-1823,auth-bypass,auth-bypass,1,0.96,1,1,1,1,1,0,php,vulhub/php:5.4.1-cgi,8080:80/tcp,vulhub_directory_metadata_heuristic
php-cve-2012-1823,php,CVE-2012-1823,broken-access-control,auth-bypass,2,0.78,1,0,1,1,1,0,php,vulhub/php:5.4.1-cgi,8080:80/tcp,vulhub_directory_metadata_heuristic
php-cve-2012-1823,php,CVE-2012-1823,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,1,0,php,vulhub/php:5.4.1-cgi,8080:80/tcp,vulhub_directory_metadata_heuristic
php-cve-2012-1823,php,CVE-2012-1823,command-injection,auth-bypass,4,0.42,0,0,1,1,1,0,php,vulhub/php:5.4.1-cgi,8080:80/tcp,vulhub_directory_metadata_heuristic
php-cve-2019-11043,php,CVE-2019-11043,command-injection,command-injection,1,0.96,1,1,1,1,2,0,php,nginx:1 | vulhub/php:7.2.10-fpm,8080:80/tcp,vulhub_directory_metadata_heuristic
php-cve-2019-11043,php,CVE-2019-11043,auth-bypass,command-injection,2,0.78,1,0,1,1,2,0,php,nginx:1 | vulhub/php:7.2.10-fpm,8080:80/tcp,vulhub_directory_metadata_heuristic
php-cve-2019-11043,php,CVE-2019-11043,file-upload,command-injection,3,0.6,0,0,1,1,2,0,php,nginx:1 | vulhub/php:7.2.10-fpm,8080:80/tcp,vulhub_directory_metadata_heuristic
php-cve-2019-11043,php,CVE-2019-11043,deserialization,command-injection,4,0.42,0,0,1,1,2,0,php,nginx:1 | vulhub/php:7.2.10-fpm,8080:80/tcp,vulhub_directory_metadata_heuristic
phpmyadmin-cve-2018-12613,phpmyadmin,CVE-2018-12613,command-injection,command-injection,1,0.96,1,1,1,1,2,0,phpmyadmin,mysql:5.5 | vulhub/phpmyadmin:4.8.1,8080:80/tcp,vulhub_directory_metadata_heuristic
phpmyadmin-cve-2018-12613,phpmyadmin,CVE-2018-12613,auth-bypass,command-injection,2,0.78,1,0,1,1,2,0,phpmyadmin,mysql:5.5 | vulhub/phpmyadmin:4.8.1,8080:80/tcp,vulhub_directory_metadata_heuristic
phpmyadmin-cve-2018-12613,phpmyadmin,CVE-2018-12613,file-upload,command-injection,3,0.6,0,0,1,1,2,0,phpmyadmin,mysql:5.5 | vulhub/phpmyadmin:4.8.1,8080:80/tcp,vulhub_directory_metadata_heuristic
phpmyadmin-cve-2018-12613,phpmyadmin,CVE-2018-12613,deserialization,command-injection,4,0.42,0,0,1,1,2,0,phpmyadmin,mysql:5.5 | vulhub/phpmyadmin:4.8.1,8080:80/tcp,vulhub_directory_metadata_heuristic
phpunit-cve-2017-9841,phpunit,CVE-2017-9841,command-injection,command-injection,1,0.96,1,1,1,1,1,0,phpunit,vulhub/phpunit:5.6.2,8080:80/tcp,vulhub_directory_metadata_heuristic
phpunit-cve-2017-9841,phpunit,CVE-2017-9841,auth-bypass,command-injection,2,0.78,1,0,1,1,1,0,phpunit,vulhub/phpunit:5.6.2,8080:80/tcp,vulhub_directory_metadata_heuristic
phpunit-cve-2017-9841,phpunit,CVE-2017-9841,file-upload,command-injection,3,0.6,0,0,1,1,1,0,phpunit,vulhub/phpunit:5.6.2,8080:80/tcp,vulhub_directory_metadata_heuristic
phpunit-cve-2017-9841,phpunit,CVE-2017-9841,deserialization,command-injection,4,0.42,0,0,1,1,1,0,phpunit,vulhub/phpunit:5.6.2,8080:80/tcp,vulhub_directory_metadata_heuristic
redis-4-unacc,redis,,file-upload,file-upload,1,0.96,1,1,1,0,1,0,redis,vulhub/redis:4.0.14,6379:6379/tcp,vulhub_directory_metadata_heuristic
redis-4-unacc,redis,,command-injection,file-upload,2,0.78,1,0,1,0,1,0,redis,vulhub/redis:4.0.14,6379:6379/tcp,vulhub_directory_metadata_heuristic
redis-4-unacc,redis,,xss,file-upload,3,0.6,0,0,1,0,1,0,redis,vulhub/redis:4.0.14,6379:6379/tcp,vulhub_directory_metadata_heuristic
redis-4-unacc,redis,,auth-bypass,file-upload,4,0.42,0,0,1,0,1,0,redis,vulhub/redis:4.0.14,6379:6379/tcp,vulhub_directory_metadata_heuristic
rocketchat-cve-2021-22911,rocketchat,CVE-2021-22911,sqli,sqli,1,0.96,1,1,1,1,2,3,rocketchat,mongo:4.0 | vulhub/rocketchat:3.12.1,3000:3000/tcp,vulhub_directory_metadata_heuristic
rocketchat-cve-2021-22911,rocketchat,CVE-2021-22911,auth-bypass,sqli,2,0.78,1,0,1,1,2,3,rocketchat,mongo:4.0 | vulhub/rocketchat:3.12.1,3000:3000/tcp,vulhub_directory_metadata_heuristic
rocketchat-cve-2021-22911,rocketchat,CVE-2021-22911,sensitive-data-exposure,sqli,3,0.6,0,0,1,1,2,3,rocketchat,mongo:4.0 | vulhub/rocketchat:3.12.1,3000:3000/tcp,vulhub_directory_metadata_heuristic
rocketchat-cve-2021-22911,rocketchat,CVE-2021-22911,xss,sqli,4,0.42,0,0,1,1,2,3,rocketchat,mongo:4.0 | vulhub/rocketchat:3.12.1,3000:3000/tcp,vulhub_directory_metadata_heuristic
rocketmq-cve-2023-33246,rocketmq,CVE-2023-33246,auth-bypass,auth-bypass,1,0.96,1,1,2,0,1,0,rocketmq,vulhub/rocketmq:5.1.0,10911:10911/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
rocketmq-cve-2023-33246,rocketmq,CVE-2023-33246,broken-access-control,auth-bypass,2,0.78,1,0,2,0,1,0,rocketmq,vulhub/rocketmq:5.1.0,10911:10911/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
rocketmq-cve-2023-33246,rocketmq,CVE-2023-33246,sensitive-data-exposure,auth-bypass,3,0.6,0,0,2,0,1,0,rocketmq,vulhub/rocketmq:5.1.0,10911:10911/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
rocketmq-cve-2023-33246,rocketmq,CVE-2023-33246,command-injection,auth-bypass,4,0.42,0,0,2,0,1,0,rocketmq,vulhub/rocketmq:5.1.0,10911:10911/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
shiro-cve-2016-4437,shiro,CVE-2016-4437,deserialization,deserialization,1,0.96,1,1,1,1,1,0,shiro,vulhub/shiro:1.2.4,8080:8080/tcp,vulhub_directory_metadata_heuristic
shiro-cve-2016-4437,shiro,CVE-2016-4437,command-injection,deserialization,2,0.78,1,0,1,1,1,0,shiro,vulhub/shiro:1.2.4,8080:8080/tcp,vulhub_directory_metadata_heuristic
shiro-cve-2016-4437,shiro,CVE-2016-4437,auth-bypass,deserialization,3,0.6,0,0,1,1,1,0,shiro,vulhub/shiro:1.2.4,8080:8080/tcp,vulhub_directory_metadata_heuristic
shiro-cve-2016-4437,shiro,CVE-2016-4437,file-inclusion,deserialization,4,0.42,0,0,1,1,1,0,shiro,vulhub/shiro:1.2.4,8080:8080/tcp,vulhub_directory_metadata_heuristic
showdoc-3-2-5-sqli,showdoc,,sqli,sqli,1,0.96,1,1,1,1,1,0,showdoc,vulhub/showdoc:3.2.4,8080:80/tcp,vulhub_directory_metadata_heuristic
showdoc-3-2-5-sqli,showdoc,,auth-bypass,sqli,2,0.78,1,0,1,1,1,0,showdoc,vulhub/showdoc:3.2.4,8080:80/tcp,vulhub_directory_metadata_heuristic
showdoc-3-2-5-sqli,showdoc,,sensitive-data-exposure,sqli,3,0.6,0,0,1,1,1,0,showdoc,vulhub/showdoc:3.2.4,8080:80/tcp,vulhub_directory_metadata_heuristic
showdoc-3-2-5-sqli,showdoc,,xss,sqli,4,0.42,0,0,1,1,1,0,showdoc,vulhub/showdoc:3.2.4,8080:80/tcp,vulhub_directory_metadata_heuristic
solr-cve-2019-17558,solr,CVE-2019-17558,file-upload,file-upload,1,0.96,1,1,2,1,1,0,solr,vulhub/solr:8.2.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
solr-cve-2019-17558,solr,CVE-2019-17558,command-injection,file-upload,2,0.78,1,0,2,1,1,0,solr,vulhub/solr:8.2.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
solr-cve-2019-17558,solr,CVE-2019-17558,xss,file-upload,3,0.6,0,0,2,1,1,0,solr,vulhub/solr:8.2.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
solr-cve-2019-17558,solr,CVE-2019-17558,auth-bypass,file-upload,4,0.42,0,0,2,1,1,0,solr,vulhub/solr:8.2.0,8983:8983/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
spring-cve-2022-22965,spring,CVE-2022-22965,command-injection,command-injection,1,0.96,1,1,1,1,1,0,spring,vulhub/spring-webmvc:5.3.17,8080:8080/tcp,vulhub_directory_metadata_heuristic
spring-cve-2022-22965,spring,CVE-2022-22965,auth-bypass,command-injection,2,0.78,1,0,1,1,1,0,spring,vulhub/spring-webmvc:5.3.17,8080:8080/tcp,vulhub_directory_metadata_heuristic
spring-cve-2022-22965,spring,CVE-2022-22965,file-upload,command-injection,3,0.6,0,0,1,1,1,0,spring,vulhub/spring-webmvc:5.3.17,8080:8080/tcp,vulhub_directory_metadata_heuristic
spring-cve-2022-22965,spring,CVE-2022-22965,deserialization,command-injection,4,0.42,0,0,1,1,1,0,spring,vulhub/spring-webmvc:5.3.17,8080:8080/tcp,vulhub_directory_metadata_heuristic
struts2-s2-045,struts2,,file-upload,file-upload,1,0.96,1,1,1,1,1,0,struts2,vulhub/struts2:2.3.30,8080:8080/tcp,vulhub_directory_metadata_heuristic
struts2-s2-045,struts2,,command-injection,file-upload,2,0.78,1,0,1,1,1,0,struts2,vulhub/struts2:2.3.30,8080:8080/tcp,vulhub_directory_metadata_heuristic
struts2-s2-045,struts2,,xss,file-upload,3,0.6,0,0,1,1,1,0,struts2,vulhub/struts2:2.3.30,8080:8080/tcp,vulhub_directory_metadata_heuristic
struts2-s2-045,struts2,,auth-bypass,file-upload,4,0.42,0,0,1,1,1,0,struts2,vulhub/struts2:2.3.30,8080:8080/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2023-42793,teamcity,CVE-2023-42793,auth-bypass,auth-bypass,1,0.96,1,1,2,0,1,1,teamcity,vulhub/teamcity:2023.05.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2023-42793,teamcity,CVE-2023-42793,broken-access-control,auth-bypass,2,0.78,1,0,2,0,1,1,teamcity,vulhub/teamcity:2023.05.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2023-42793,teamcity,CVE-2023-42793,sensitive-data-exposure,auth-bypass,3,0.6,0,0,2,0,1,1,teamcity,vulhub/teamcity:2023.05.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2023-42793,teamcity,CVE-2023-42793,command-injection,auth-bypass,4,0.42,0,0,2,0,1,1,teamcity,vulhub/teamcity:2023.05.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2024-27198,teamcity,CVE-2024-27198,auth-bypass,auth-bypass,1,0.96,1,1,2,0,1,1,teamcity,vulhub/teamcity:2023.11.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2024-27198,teamcity,CVE-2024-27198,broken-access-control,auth-bypass,2,0.78,1,0,2,0,1,1,teamcity,vulhub/teamcity:2023.11.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2024-27198,teamcity,CVE-2024-27198,sensitive-data-exposure,auth-bypass,3,0.6,0,0,2,0,1,1,teamcity,vulhub/teamcity:2023.11.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
teamcity-cve-2024-27198,teamcity,CVE-2024-27198,command-injection,auth-bypass,4,0.42,0,0,2,0,1,1,teamcity,vulhub/teamcity:2023.11.3,8111:8111/tcp | 5005:5005/tcp,vulhub_directory_metadata_heuristic
thinkphp-5-0-23-rce,thinkphp,,command-injection,command-injection,1,0.96,1,1,1,1,1,0,thinkphp,vulhub/thinkphp:5.0.23,8080:80/tcp,vulhub_directory_metadata_heuristic
thinkphp-5-0-23-rce,thinkphp,,auth-bypass,command-injection,2,0.78,1,0,1,1,1,0,thinkphp,vulhub/thinkphp:5.0.23,8080:80/tcp,vulhub_directory_metadata_heuristic
thinkphp-5-0-23-rce,thinkphp,,file-upload,command-injection,3,0.6,0,0,1,1,1,0,thinkphp,vulhub/thinkphp:5.0.23,8080:80/tcp,vulhub_directory_metadata_heuristic
thinkphp-5-0-23-rce,thinkphp,,deserialization,command-injection,4,0.42,0,0,1,1,1,0,thinkphp,vulhub/thinkphp:5.0.23,8080:80/tcp,vulhub_directory_metadata_heuristic
tomcat-cve-2017-12615,tomcat,CVE-2017-12615,auth-bypass,auth-bypass,1,0.96,1,1,1,1,0,0,tomcat,none,8080:8080/tcp,vulhub_directory_metadata_heuristic
tomcat-cve-2017-12615,tomcat,CVE-2017-12615,broken-access-control,auth-bypass,2,0.78,1,0,1,1,0,0,tomcat,none,8080:8080/tcp,vulhub_directory_metadata_heuristic
tomcat-cve-2017-12615,tomcat,CVE-2017-12615,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,0,0,tomcat,none,8080:8080/tcp,vulhub_directory_metadata_heuristic
tomcat-cve-2017-12615,tomcat,CVE-2017-12615,command-injection,auth-bypass,4,0.42,0,0,1,1,0,0,tomcat,none,8080:8080/tcp,vulhub_directory_metadata_heuristic
